phase,timestamp_iso,epoch_ms,orderId,intendedPrice,stopLoss,execPrice,theoretical_lots,theoretical_units,requestedVolume,filledSize,slippage,brokerMsg,client_order_id,side,action,type,status,reason,latency_ms,price_requested,price_filled,size_requested,size_filled,session,host,order_id,timestamp_request,timestamp_ack,timestamp_fill
ACK,2025-10-09T12:38:41.6739782Z,1760013521673,ORD-32370,423.7,423.65,,,,1,,,,ORD-32370,Buy,BUY,Market,ACK,,7,423.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-32370,2025-10-09T12:38:41.6663726Z,2025-10-09T12:38:41.6739782Z,
FILL,2025-10-09T12:38:41.6756905Z,1760013521675,ORD-32370,423.7,423.65,423.7005,,,1,1,0.0004999999999881766,filled,ORD-32370,Buy,BUY,Market,FILL,filled,9,423.7,423.7005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32370,2025-10-09T12:38:41.6663726Z,2025-10-09T12:38:41.6739782Z,2025-10-09T12:38:41.6756905Z
REQUEST,2025-10-09T12:38:41.9163817Z,1760013521916,ORD-32385,423.85,,,,,1,,,,ORD-32385,Sell,SELL,Market,REQUEST,,,423.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-32385,2025-10-09T12:38:41.9163817Z,,
ACK,2025-10-09T12:38:41.9188165Z,1760013521918,ORD-32385,423.85,,,,,1,,,,ORD-32385,Sell,SELL,Market,ACK,,2,423.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-32385,2025-10-09T12:38:41.9163817Z,2025-10-09T12:38:41.9188165Z,
FILL,2025-10-09T12:38:41.9204002Z,1760013521920,ORD-32385,423.85,,423.84950000000003,,,1,1,-0.0004999999999881766,filled,ORD-32385,Sell,SELL,Market,FILL,filled,4,423.85,423.84950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-32385,2025-10-09T12:38:41.9163817Z,2025-10-09T12:38:41.9188165Z,2025-10-09T12:38:41.9204002Z
REQUEST,2025-10-09T12:38:42.1676451Z,1760013522167,ORD-32400,424,423.95,,,,1,,,,ORD-32400,Buy,BUY,Market,REQUEST,,,424,,1,,HARNESS,DESKTOP-584MV4B,ORD-32400,2025-10-09T12:38:42.1676451Z,,
ACK,2025-10-09T12:38:42.1765398Z,1760013522176,ORD-32400,424,423.95,,,,1,,,,ORD-32400,Buy,BUY,Market,ACK,,9,424,,1,,HARNESS,DESKTOP-584MV4B,ORD-32400,2025-10-09T12:38:42.1676451Z,2025-10-09T12:38:42.1765398Z,
FILL,2025-10-09T12:38:42.1784584Z,1760013522178,ORD-32400,424,423.95,424.0005,,,1,1,0.0004999999999881766,filled,ORD-32400,Buy,BUY,Market,FILL,filled,11,424,424.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32400,2025-10-09T12:38:42.1676451Z,2025-10-09T12:38:42.1765398Z,2025-10-09T12:38:42.1784584Z
REQUEST,2025-10-09T12:38:42.4340708Z,1760013522434,ORD-32415,424.15000000000003,,,,,1,,,,ORD-32415,Sell,SELL,Market,REQUEST,,,424.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32415,2025-10-09T12:38:42.4340708Z,,
ACK,2025-10-09T12:38:42.4427731Z,1760013522442,ORD-32415,424.15000000000003,,,,,1,,,,ORD-32415,Sell,SELL,Market,ACK,,8,424.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32415,2025-10-09T12:38:42.4340708Z,2025-10-09T12:38:42.4427731Z,
FILL,2025-10-09T12:38:42.4445914Z,1760013522444,ORD-32415,424.15000000000003,,424.14950000000005,,,1,1,-0.0004999999999881766,filled,ORD-32415,Sell,SELL,Market,FILL,filled,10,424.15000000000003,424.14950000000005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32415,2025-10-09T12:38:42.4340708Z,2025-10-09T12:38:42.4427731Z,2025-10-09T12:38:42.4445914Z
REQUEST,2025-10-09T12:38:42.7002744Z,1760013522700,ORD-32430,424.3,424.25,,,,1,,,,ORD-32430,Buy,BUY,Market,REQUEST,,,424.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-32430,2025-10-09T12:38:42.7002744Z,,
ACK,2025-10-09T12:38:42.7064711Z,1760013522706,ORD-32430,424.3,424.25,,,,1,,,,ORD-32430,Buy,BUY,Market,ACK,,6,424.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-32430,2025-10-09T12:38:42.7002744Z,2025-10-09T12:38:42.7064711Z,
FILL,2025-10-09T12:38:42.7082335Z,1760013522708,ORD-32430,424.3,424.25,424.3005,,,1,1,0.0004999999999881766,filled,ORD-32430,Buy,BUY,Market,FILL,filled,8,424.3,424.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32430,2025-10-09T12:38:42.7002744Z,2025-10-09T12:38:42.7064711Z,2025-10-09T12:38:42.7082335Z
REQUEST,2025-10-09T12:38:42.9506371Z,1760013522950,ORD-32445,424.45,,,,,1,,,,ORD-32445,Sell,SELL,Market,REQUEST,,,424.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-32445,2025-10-09T12:38:42.9506371Z,,
ACK,2025-10-09T12:38:42.9574365Z,1760013522957,ORD-32445,424.45,,,,,1,,,,ORD-32445,Sell,SELL,Market,ACK,,7,424.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-32445,2025-10-09T12:38:42.9506371Z,2025-10-09T12:38:42.9574365Z,
FILL,2025-10-09T12:38:42.9590385Z,1760013522959,ORD-32445,424.45,,424.4495,,,1,1,-0.0004999999999881766,filled,ORD-32445,Sell,SELL,Market,FILL,filled,9,424.45,424.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32445,2025-10-09T12:38:42.9506371Z,2025-10-09T12:38:42.9574365Z,2025-10-09T12:38:42.9590385Z
REQUEST,2025-10-09T12:38:43.2172487Z,1760013523217,ORD-32460,424.6,424.55,,,,1,,,,ORD-32460,Buy,BUY,Market,REQUEST,,,424.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-32460,2025-10-09T12:38:43.2172487Z,,
ACK,2025-10-09T12:38:43.2239993Z,1760013523223,ORD-32460,424.6,424.55,,,,1,,,,ORD-32460,Buy,BUY,Market,ACK,,6,424.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-32460,2025-10-09T12:38:43.2172487Z,2025-10-09T12:38:43.2239993Z,
FILL,2025-10-09T12:38:43.2260660Z,1760013523226,ORD-32460,424.6,424.55,424.6005,,,1,1,0.0004999999999881766,filled,ORD-32460,Buy,BUY,Market,FILL,filled,9,424.6,424.6005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32460,2025-10-09T12:38:43.2172487Z,2025-10-09T12:38:43.2239993Z,2025-10-09T12:38:43.2260660Z
REQUEST,2025-10-09T12:38:43.4682300Z,1760013523468,ORD-32475,424.75,,,,,1,,,,ORD-32475,Sell,SELL,Market,REQUEST,,,424.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-32475,2025-10-09T12:38:43.4682300Z,,
ACK,2025-10-09T12:38:43.4754418Z,1760013523475,ORD-32475,424.75,,,,,1,,,,ORD-32475,Sell,SELL,Market,ACK,,7,424.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-32475,2025-10-09T12:38:43.4682300Z,2025-10-09T12:38:43.4754418Z,
FILL,2025-10-09T12:38:43.4771355Z,1760013523477,ORD-32475,424.75,,424.7495,,,1,1,-0.0004999999999881766,filled,ORD-32475,Sell,SELL,Market,FILL,filled,9,424.75,424.7495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32475,2025-10-09T12:38:43.4682300Z,2025-10-09T12:38:43.4754418Z,2025-10-09T12:38:43.4771355Z
REQUEST,2025-10-09T12:38:43.7342427Z,1760013523734,ORD-32490,424.90000000000003,424.85,,,,1,,,,ORD-32490,Buy,BUY,Market,REQUEST,,,424.90000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32490,2025-10-09T12:38:43.7342427Z,,
ACK,2025-10-09T12:38:43.7414209Z,1760013523741,ORD-32490,424.90000000000003,424.85,,,,1,,,,ORD-32490,Buy,BUY,Market,ACK,,7,424.90000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32490,2025-10-09T12:38:43.7342427Z,2025-10-09T12:38:43.7414209Z,
FILL,2025-10-09T12:38:43.7433307Z,1760013523743,ORD-32490,424.90000000000003,424.85,424.9005,,,1,1,0.0004999999999881766,filled,ORD-32490,Buy,BUY,Market,FILL,filled,9,424.90000000000003,424.9005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32490,2025-10-09T12:38:43.7342427Z,2025-10-09T12:38:43.7414209Z,2025-10-09T12:38:43.7433307Z
REQUEST,2025-10-09T12:38:44.0022801Z,1760013524002,ORD-32505,425.05,,,,,1,,,,ORD-32505,Sell,SELL,Market,REQUEST,,,425.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-32505,2025-10-09T12:38:44.0022801Z,,
ACK,2025-10-09T12:38:44.0103129Z,1760013524010,ORD-32505,425.05,,,,,1,,,,ORD-32505,Sell,SELL,Market,ACK,,8,425.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-32505,2025-10-09T12:38:44.0022801Z,2025-10-09T12:38:44.0103129Z,
FILL,2025-10-09T12:38:44.0121565Z,1760013524012,ORD-32505,425.05,,425.0495,,,1,1,-0.0004999999999881766,filled,ORD-32505,Sell,SELL,Market,FILL,filled,10,425.05,425.0495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32505,2025-10-09T12:38:44.0022801Z,2025-10-09T12:38:44.0103129Z,2025-10-09T12:38:44.0121565Z
REQUEST,2025-10-09T12:38:44.2683923Z,1760013524268,ORD-32520,425.2,425.15,,,,1,,,,ORD-32520,Buy,BUY,Market,REQUEST,,,425.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-32520,2025-10-09T12:38:44.2683923Z,,
ACK,2025-10-09T12:38:44.2767966Z,1760013524276,ORD-32520,425.2,425.15,,,,1,,,,ORD-32520,Buy,BUY,Market,ACK,,8,425.2,,1,,HARNESS,DESKTOP-584MV4B,ORD-32520,2025-10-09T12:38:44.2683923Z,2025-10-09T12:38:44.2767966Z,
FILL,2025-10-09T12:38:44.2786681Z,1760013524278,ORD-32520,425.2,425.15,425.2005,,,1,1,0.0004999999999881766,filled,ORD-32520,Buy,BUY,Market,FILL,filled,10,425.2,425.2005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32520,2025-10-09T12:38:44.2683923Z,2025-10-09T12:38:44.2767966Z,2025-10-09T12:38:44.2786681Z
REQUEST,2025-10-09T12:38:44.5355421Z,1760013524535,ORD-32535,425.35,,,,,1,,,,ORD-32535,Sell,SELL,Market,REQUEST,,,425.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-32535,2025-10-09T12:38:44.5355421Z,,
ACK,2025-10-09T12:38:44.5429837Z,1760013524542,ORD-32535,425.35,,,,,1,,,,ORD-32535,Sell,SELL,Market,ACK,,7,425.35,,1,,HARNESS,DESKTOP-584MV4B,ORD-32535,2025-10-09T12:38:44.5355421Z,2025-10-09T12:38:44.5429837Z,
FILL,2025-10-09T12:38:44.5447793Z,1760013524544,ORD-32535,425.35,,425.34950000000003,,,1,1,-0.0004999999999881766,filled,ORD-32535,Sell,SELL,Market,FILL,filled,9,425.35,425.34950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-32535,2025-10-09T12:38:44.5355421Z,2025-10-09T12:38:44.5429837Z,2025-10-09T12:38:44.5447793Z
REQUEST,2025-10-09T12:38:44.8013213Z,1760013524801,ORD-32550,425.5,425.45,,,,1,,,,ORD-32550,Buy,BUY,Market,REQUEST,,,425.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-32550,2025-10-09T12:38:44.8013213Z,,
ACK,2025-10-09T12:38:44.8092745Z,1760013524809,ORD-32550,425.5,425.45,,,,1,,,,ORD-32550,Buy,BUY,Market,ACK,,8,425.5,,1,,HARNESS,DESKTOP-584MV4B,ORD-32550,2025-10-09T12:38:44.8013213Z,2025-10-09T12:38:44.8092745Z,
FILL,2025-10-09T12:38:44.8112050Z,1760013524811,ORD-32550,425.5,425.45,425.5005,,,1,1,0.0004999999999881766,filled,ORD-32550,Buy,BUY,Market,FILL,filled,10,425.5,425.5005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32550,2025-10-09T12:38:44.8013213Z,2025-10-09T12:38:44.8092745Z,2025-10-09T12:38:44.8112050Z
REQUEST,2025-10-09T12:38:45.0527718Z,1760013525052,ORD-32565,425.65000000000003,,,,,1,,,,ORD-32565,Sell,SELL,Market,REQUEST,,,425.65000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32565,2025-10-09T12:38:45.0527718Z,,
ACK,2025-10-09T12:38:45.0604722Z,1760013525060,ORD-32565,425.65000000000003,,,,,1,,,,ORD-32565,Sell,SELL,Market,ACK,,8,425.65000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32565,2025-10-09T12:38:45.0527718Z,2025-10-09T12:38:45.0604722Z,
FILL,2025-10-09T12:38:45.0625047Z,1760013525062,ORD-32565,425.65000000000003,,425.64950000000005,,,1,1,-0.0004999999999881766,filled,ORD-32565,Sell,SELL,Market,FILL,filled,10,425.65000000000003,425.64950000000005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32565,2025-10-09T12:38:45.0527718Z,2025-10-09T12:38:45.0604722Z,2025-10-09T12:38:45.0625047Z
REQUEST,2025-10-09T12:38:45.3189170Z,1760013525318,ORD-32580,425.8,425.75,,,,1,,,,ORD-32580,Buy,BUY,Market,REQUEST,,,425.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-32580,2025-10-09T12:38:45.3189170Z,,
ACK,2025-10-09T12:38:45.3267699Z,1760013525326,ORD-32580,425.8,425.75,,,,1,,,,ORD-32580,Buy,BUY,Market,ACK,,8,425.8,,1,,HARNESS,DESKTOP-584MV4B,ORD-32580,2025-10-09T12:38:45.3189170Z,2025-10-09T12:38:45.3267699Z,
FILL,2025-10-09T12:38:45.3286319Z,1760013525328,ORD-32580,425.8,425.75,425.8005,,,1,1,0.0004999999999881766,filled,ORD-32580,Buy,BUY,Market,FILL,filled,10,425.8,425.8005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32580,2025-10-09T12:38:45.3189170Z,2025-10-09T12:38:45.3267699Z,2025-10-09T12:38:45.3286319Z
REQUEST,2025-10-09T12:38:45.5697052Z,1760013525569,ORD-32595,425.95,,,,,1,,,,ORD-32595,Sell,SELL,Market,REQUEST,,,425.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-32595,2025-10-09T12:38:45.5697052Z,,
ACK,2025-10-09T12:38:45.5779429Z,1760013525577,ORD-32595,425.95,,,,,1,,,,ORD-32595,Sell,SELL,Market,ACK,,8,425.95,,1,,HARNESS,DESKTOP-584MV4B,ORD-32595,2025-10-09T12:38:45.5697052Z,2025-10-09T12:38:45.5779429Z,
FILL,2025-10-09T12:38:45.5798006Z,1760013525579,ORD-32595,425.95,,425.9495,,,1,1,-0.0004999999999881766,filled,ORD-32595,Sell,SELL,Market,FILL,filled,10,425.95,425.9495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32595,2025-10-09T12:38:45.5697052Z,2025-10-09T12:38:45.5779429Z,2025-10-09T12:38:45.5798006Z
REQUEST,2025-10-09T12:38:45.8360518Z,1760013525836,ORD-32610,426.1,426.05,,,,1,,,,ORD-32610,Buy,BUY,Market,REQUEST,,,426.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-32610,2025-10-09T12:38:45.8360518Z,,
ACK,2025-10-09T12:38:45.8442644Z,1760013525844,ORD-32610,426.1,426.05,,,,1,,,,ORD-32610,Buy,BUY,Market,ACK,,8,426.1,,1,,HARNESS,DESKTOP-584MV4B,ORD-32610,2025-10-09T12:38:45.8360518Z,2025-10-09T12:38:45.8442644Z,
FILL,2025-10-09T12:38:45.8461355Z,1760013525846,ORD-32610,426.1,426.05,426.1005,,,1,1,0.0004999999999881766,filled,ORD-32610,Buy,BUY,Market,FILL,filled,10,426.1,426.1005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32610,2025-10-09T12:38:45.8360518Z,2025-10-09T12:38:45.8442644Z,2025-10-09T12:38:45.8461355Z
REQUEST,2025-10-09T12:38:46.0860963Z,1760013526086,ORD-32625,426.25,,,,,1,,,,ORD-32625,Sell,SELL,Market,REQUEST,,,426.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-32625,2025-10-09T12:38:46.0860963Z,,
ACK,2025-10-09T12:38:46.0885216Z,1760013526088,ORD-32625,426.25,,,,,1,,,,ORD-32625,Sell,SELL,Market,ACK,,2,426.25,,1,,HARNESS,DESKTOP-584MV4B,ORD-32625,2025-10-09T12:38:46.0860963Z,2025-10-09T12:38:46.0885216Z,
FILL,2025-10-09T12:38:46.0901655Z,1760013526090,ORD-32625,426.25,,426.2495,,,1,1,-0.0004999999999881766,filled,ORD-32625,Sell,SELL,Market,FILL,filled,4,426.25,426.2495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32625,2025-10-09T12:38:46.0860963Z,2025-10-09T12:38:46.0885216Z,2025-10-09T12:38:46.0901655Z
REQUEST,2025-10-09T12:38:46.3360816Z,1760013526336,ORD-32640,426.40000000000003,426.35,,,,1,,,,ORD-32640,Buy,BUY,Market,REQUEST,,,426.40000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32640,2025-10-09T12:38:46.3360816Z,,
ACK,2025-10-09T12:38:46.3380299Z,1760013526338,ORD-32640,426.40000000000003,426.35,,,,1,,,,ORD-32640,Buy,BUY,Market,ACK,,2,426.40000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32640,2025-10-09T12:38:46.3360816Z,2025-10-09T12:38:46.3380299Z,
FILL,2025-10-09T12:38:46.3397147Z,1760013526339,ORD-32640,426.40000000000003,426.35,426.4005,,,1,1,0.0004999999999881766,filled,ORD-32640,Buy,BUY,Market,FILL,filled,3,426.40000000000003,426.4005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32640,2025-10-09T12:38:46.3360816Z,2025-10-09T12:38:46.3380299Z,2025-10-09T12:38:46.3397147Z
REQUEST,2025-10-09T12:38:46.5867541Z,1760013526586,ORD-32655,426.55,,,,,1,,,,ORD-32655,Sell,SELL,Market,REQUEST,,,426.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-32655,2025-10-09T12:38:46.5867541Z,,
ACK,2025-10-09T12:38:46.5977682Z,1760013526597,ORD-32655,426.55,,,,,1,,,,ORD-32655,Sell,SELL,Market,ACK,,11,426.55,,1,,HARNESS,DESKTOP-584MV4B,ORD-32655,2025-10-09T12:38:46.5867541Z,2025-10-09T12:38:46.5977682Z,
FILL,2025-10-09T12:38:46.5989465Z,1760013526598,ORD-32655,426.55,,426.5495,,,1,1,-0.0004999999999881766,filled,ORD-32655,Sell,SELL,Market,FILL,filled,12,426.55,426.5495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32655,2025-10-09T12:38:46.5867541Z,2025-10-09T12:38:46.5977682Z,2025-10-09T12:38:46.5989465Z
REQUEST,2025-10-09T12:38:46.8537867Z,1760013526853,ORD-32670,426.7,426.65,,,,1,,,,ORD-32670,Buy,BUY,Market,REQUEST,,,426.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-32670,2025-10-09T12:38:46.8537867Z,,
ACK,2025-10-09T12:38:46.8617766Z,1760013526861,ORD-32670,426.7,426.65,,,,1,,,,ORD-32670,Buy,BUY,Market,ACK,,8,426.7,,1,,HARNESS,DESKTOP-584MV4B,ORD-32670,2025-10-09T12:38:46.8537867Z,2025-10-09T12:38:46.8617766Z,
FILL,2025-10-09T12:38:46.8635761Z,1760013526863,ORD-32670,426.7,426.65,426.7005,,,1,1,0.0004999999999881766,filled,ORD-32670,Buy,BUY,Market,FILL,filled,10,426.7,426.7005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32670,2025-10-09T12:38:46.8537867Z,2025-10-09T12:38:46.8617766Z,2025-10-09T12:38:46.8635761Z
REQUEST,2025-10-09T12:38:47.1203379Z,1760013527120,ORD-32685,426.85,,,,,1,,,,ORD-32685,Sell,SELL,Market,REQUEST,,,426.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-32685,2025-10-09T12:38:47.1203379Z,,
ACK,2025-10-09T12:38:47.1280794Z,1760013527128,ORD-32685,426.85,,,,,1,,,,ORD-32685,Sell,SELL,Market,ACK,,8,426.85,,1,,HARNESS,DESKTOP-584MV4B,ORD-32685,2025-10-09T12:38:47.1203379Z,2025-10-09T12:38:47.1280794Z,
FILL,2025-10-09T12:38:47.1300085Z,1760013527130,ORD-32685,426.85,,426.84950000000003,,,1,1,-0.0004999999999881766,filled,ORD-32685,Sell,SELL,Market,FILL,filled,10,426.85,426.84950000000003,1,1,HARNESS,DESKTOP-584MV4B,ORD-32685,2025-10-09T12:38:47.1203379Z,2025-10-09T12:38:47.1280794Z,2025-10-09T12:38:47.1300085Z
REQUEST,2025-10-09T12:38:47.3875425Z,1760013527387,ORD-32700,427,426.95,,,,1,,,,ORD-32700,Buy,BUY,Market,REQUEST,,,427,,1,,HARNESS,DESKTOP-584MV4B,ORD-32700,2025-10-09T12:38:47.3875425Z,,
ACK,2025-10-09T12:38:47.3944299Z,1760013527394,ORD-32700,427,426.95,,,,1,,,,ORD-32700,Buy,BUY,Market,ACK,,7,427,,1,,HARNESS,DESKTOP-584MV4B,ORD-32700,2025-10-09T12:38:47.3875425Z,2025-10-09T12:38:47.3944299Z,
FILL,2025-10-09T12:38:47.3963471Z,1760013527396,ORD-32700,427,426.95,427.0005,,,1,1,0.0004999999999881766,filled,ORD-32700,Buy,BUY,Market,FILL,filled,9,427,427.0005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32700,2025-10-09T12:38:47.3875425Z,2025-10-09T12:38:47.3944299Z,2025-10-09T12:38:47.3963471Z
REQUEST,2025-10-09T12:38:47.6377090Z,1760013527637,ORD-32715,427.15000000000003,,,,,1,,,,ORD-32715,Sell,SELL,Market,REQUEST,,,427.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32715,2025-10-09T12:38:47.6377090Z,,
ACK,2025-10-09T12:38:47.6454859Z,1760013527645,ORD-32715,427.15000000000003,,,,,1,,,,ORD-32715,Sell,SELL,Market,ACK,,8,427.15000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32715,2025-10-09T12:38:47.6377090Z,2025-10-09T12:38:47.6454859Z,
FILL,2025-10-09T12:38:47.6473139Z,1760013527647,ORD-32715,427.15000000000003,,427.14950000000005,,,1,1,-0.0004999999999881766,filled,ORD-32715,Sell,SELL,Market,FILL,filled,10,427.15000000000003,427.14950000000005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32715,2025-10-09T12:38:47.6377090Z,2025-10-09T12:38:47.6454859Z,2025-10-09T12:38:47.6473139Z
REQUEST,2025-10-09T12:38:47.9039931Z,1760013527903,ORD-32730,427.3,427.25,,,,1,,,,ORD-32730,Buy,BUY,Market,REQUEST,,,427.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-32730,2025-10-09T12:38:47.9039931Z,,
ACK,2025-10-09T12:38:47.9062623Z,1760013527906,ORD-32730,427.3,427.25,,,,1,,,,ORD-32730,Buy,BUY,Market,ACK,,3,427.3,,1,,HARNESS,DESKTOP-584MV4B,ORD-32730,2025-10-09T12:38:47.9039931Z,2025-10-09T12:38:47.9062623Z,
FILL,2025-10-09T12:38:47.9079912Z,1760013527907,ORD-32730,427.3,427.25,427.3005,,,1,1,0.0004999999999881766,filled,ORD-32730,Buy,BUY,Market,FILL,filled,4,427.3,427.3005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32730,2025-10-09T12:38:47.9039931Z,2025-10-09T12:38:47.9062623Z,2025-10-09T12:38:47.9079912Z
REQUEST,2025-10-09T12:38:48.1554290Z,1760013528155,ORD-32745,427.45,,,,,1,,,,ORD-32745,Sell,SELL,Market,REQUEST,,,427.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-32745,2025-10-09T12:38:48.1554290Z,,
ACK,2025-10-09T12:38:48.1630825Z,1760013528163,ORD-32745,427.45,,,,,1,,,,ORD-32745,Sell,SELL,Market,ACK,,8,427.45,,1,,HARNESS,DESKTOP-584MV4B,ORD-32745,2025-10-09T12:38:48.1554290Z,2025-10-09T12:38:48.1630825Z,
FILL,2025-10-09T12:38:48.1649341Z,1760013528164,ORD-32745,427.45,,427.4495,,,1,1,-0.0004999999999881766,filled,ORD-32745,Sell,SELL,Market,FILL,filled,9,427.45,427.4495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32745,2025-10-09T12:38:48.1554290Z,2025-10-09T12:38:48.1630825Z,2025-10-09T12:38:48.1649341Z
REQUEST,2025-10-09T12:38:48.4216652Z,1760013528421,ORD-32760,427.6,427.55,,,,1,,,,ORD-32760,Buy,BUY,Market,REQUEST,,,427.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-32760,2025-10-09T12:38:48.4216652Z,,
ACK,2025-10-09T12:38:48.4289737Z,1760013528428,ORD-32760,427.6,427.55,,,,1,,,,ORD-32760,Buy,BUY,Market,ACK,,7,427.6,,1,,HARNESS,DESKTOP-584MV4B,ORD-32760,2025-10-09T12:38:48.4216652Z,2025-10-09T12:38:48.4289737Z,
FILL,2025-10-09T12:38:48.4306181Z,1760013528430,ORD-32760,427.6,427.55,427.6005,,,1,1,0.0004999999999881766,filled,ORD-32760,Buy,BUY,Market,FILL,filled,9,427.6,427.6005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32760,2025-10-09T12:38:48.4216652Z,2025-10-09T12:38:48.4289737Z,2025-10-09T12:38:48.4306181Z
REQUEST,2025-10-09T12:38:48.6707655Z,1760013528670,ORD-32775,427.75,,,,,1,,,,ORD-32775,Sell,SELL,Market,REQUEST,,,427.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-32775,2025-10-09T12:38:48.6707655Z,,
ACK,2025-10-09T12:38:48.6779357Z,1760013528677,ORD-32775,427.75,,,,,1,,,,ORD-32775,Sell,SELL,Market,ACK,,7,427.75,,1,,HARNESS,DESKTOP-584MV4B,ORD-32775,2025-10-09T12:38:48.6707655Z,2025-10-09T12:38:48.6779357Z,
FILL,2025-10-09T12:38:48.6795592Z,1760013528679,ORD-32775,427.75,,427.7495,,,1,1,-0.0004999999999881766,filled,ORD-32775,Sell,SELL,Market,FILL,filled,9,427.75,427.7495,1,1,HARNESS,DESKTOP-584MV4B,ORD-32775,2025-10-09T12:38:48.6707655Z,2025-10-09T12:38:48.6779357Z,2025-10-09T12:38:48.6795592Z
REQUEST,2025-10-09T12:38:48.9384369Z,1760013528938,ORD-32790,427.90000000000003,427.85,,,,1,,,,ORD-32790,Buy,BUY,Market,REQUEST,,,427.90000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32790,2025-10-09T12:38:48.9384369Z,,
ACK,2025-10-09T12:38:48.9498069Z,1760013528949,ORD-32790,427.90000000000003,427.85,,,,1,,,,ORD-32790,Buy,BUY,Market,ACK,,11,427.90000000000003,,1,,HARNESS,DESKTOP-584MV4B,ORD-32790,2025-10-09T12:38:48.9384369Z,2025-10-09T12:38:48.9498069Z,
FILL,2025-10-09T12:38:48.9519947Z,1760013528951,ORD-32790,427.90000000000003,427.85,427.9005,,,1,1,0.0004999999999881766,filled,ORD-32790,Buy,BUY,Market,FILL,filled,13,427.90000000000003,427.9005,1,1,HARNESS,DESKTOP-584MV4B,ORD-32790,2025-10-09T12:38:48.9384369Z,2025-10-09T12:38:48.9498069Z,2025-10-09T12:38:48.9519947Z
REQUEST,2025-10-09T12:38:49.2050712Z,1760013529205,ORD-32805,428.05,,,,,1,,,,ORD-32805,Sell,SELL,Market,REQUEST,,,428.05,,1,,HARNESS,DESKTOP-584MV4B,ORD-32805,2025-10-09T12:38:49.2050712Z,,
